loss,acc,test_loss,test_acc
0.06858,1.000,0.72389,0.78000
0.37296,0.875,0.76243,0.76438
0.13376,0.938,0.69516,0.76812
0.31521,0.875,0.71029,0.77125
0.11084,1.000,0.78167,0.76125
0.22834,0.938,0.79153,0.74875
0.18735,0.875,0.72562,0.77000
0.37404,0.938,0.75548,0.76375
0.65484,0.750,0.76738,0.76250
0.69809,0.875,0.73372,0.76812
0.41293,0.812,0.74112,0.76812
0.44011,0.812,0.76091,0.75687
0.36766,0.875,0.79130,0.74375
0.05978,1.000,0.74521,0.76687
0.70460,0.750,0.79718,0.74313
0.24019,0.812,0.74022,0.76687
0.56385,0.875,0.73742,0.76750
0.45603,0.812,0.76779,0.75687
0.33820,0.938,0.72112,0.76125
0.22251,0.875,0.76171,0.75250
0.36044,0.875,0.76823,0.75250
0.31092,0.875,0.73134,0.77063
0.68408,0.750,0.76026,0.75938
0.59038,0.750,0.74727,0.76000
0.33440,0.875,0.70736,0.77375
0.14764,0.938,0.70132,0.77125
0.25544,0.938,0.72879,0.75813
0.77208,0.875,0.73998,0.76125
0.57072,0.812,0.76715,0.74813
0.40885,0.812,0.71981,0.76313
0.18411,0.938,0.79313,0.73875
0.41774,0.812,0.83080,0.72625
0.36831,0.812,0.71275,0.76250
0.32779,0.938,0.75040,0.75625
0.34168,0.875,0.74887,0.75687
0.17187,0.938,0.72565,0.76500
0.08525,1.000,0.73622,0.77500
0.89005,0.688,0.78875,0.74687
0.40606,0.875,0.72990,0.75500
0.07670,1.000,0.79515,0.74687
0.17252,0.938,0.80332,0.74250
0.43359,0.875,0.72486,0.76687
0.35712,0.938,0.78338,0.76375
0.29632,0.875,0.76854,0.74750
0.71313,0.750,0.75054,0.75875
0.49978,0.938,0.79055,0.74938
0.30769,0.938,0.78738,0.75000
0.36327,0.875,0.75108,0.75375
0.42189,0.812,0.78895,0.74500
0.92922,0.688,0.79426,0.75062
0.56137,0.812,0.75543,0.76000
0.32216,0.938,0.81721,0.73000
0.77310,0.750,0.73970,0.76125
0.11905,0.938,0.73661,0.75625
0.57264,0.750,0.77594,0.75000
0.17808,0.938,0.78701,0.74438
0.13601,0.938,0.82366,0.74500
0.66028,0.812,0.81492,0.74438
0.35501,0.875,0.86284,0.73000
0.27702,0.812,0.75160,0.76625
0.38230,0.750,0.70545,0.77187
0.28180,0.875,0.71003,0.76562
0.34756,0.938,0.74129,0.76625
0.26005,0.875,0.79486,0.74250
0.28988,0.938,0.78265,0.75625
0.45843,0.812,0.77798,0.75062
0.50564,0.812,0.79453,0.75813
0.28703,0.875,0.75976,0.76750
0.25969,0.875,0.74938,0.76062
0.16820,0.875,0.72838,0.77375
0.28455,0.938,0.78421,0.75813
0.23601,0.938,0.75887,0.75938
0.22132,0.938,0.79072,0.74875
0.72973,0.875,0.78833,0.75813
0.19361,0.938,0.78201,0.75562
0.66322,0.750,0.76313,0.76250
0.22384,0.938,0.78653,0.75750
0.39424,0.812,0.75356,0.76625
0.03132,1.000,0.70742,0.77312
0.20480,0.938,0.76741,0.76062
0.75227,0.625,0.76748,0.75562
0.10488,1.000,0.73616,0.76625
0.13767,0.938,0.75235,0.75750
1.06337,0.938,0.77293,0.75000
0.32321,0.875,0.74754,0.75500
0.97300,0.812,0.84724,0.73750
0.09244,1.000,0.76624,0.75750
0.14987,0.938,0.73651,0.76562
0.32633,0.812,0.77308,0.75750
0.25970,0.938,0.78102,0.75000
0.54544,0.750,0.78247,0.74813
0.42078,0.938,0.76924,0.75562
0.29476,0.875,0.74094,0.76187
0.42329,0.938,0.74573,0.77125
0.04686,1.000,0.79165,0.74500
0.29132,0.938,0.75524,0.76250
0.38231,0.812,0.75732,0.77000
0.28700,0.875,0.72032,0.76750
0.74822,0.688,0.90530,0.70625
0.25140,0.938,0.85671,0.73562
0.10922,0.938,0.81910,0.73687
0.12803,0.938,0.77569,0.74625
0.69579,0.750,0.73546,0.76062
0.05622,1.000,0.74815,0.76375
0.59600,0.812,0.74041,0.77187
0.43145,0.750,0.75037,0.77187
0.62536,0.812,0.81844,0.74875
0.32886,0.875,0.74068,0.76313
0.43400,0.875,0.79111,0.75438
0.09126,1.000,0.79028,0.75813
0.33639,0.938,0.76721,0.76687
0.08813,1.000,0.76167,0.76687
0.25854,0.812,0.79530,0.75750
0.77414,0.812,0.79526,0.75438
0.02174,1.000,0.81123,0.75875
0.29682,0.875,0.86356,0.73625
0.86610,0.750,0.78898,0.75062
0.55223,0.812,0.76094,0.76375
0.25488,0.875,0.72883,0.75938
0.38144,0.875,0.75963,0.75313
0.07916,1.000,0.75228,0.76562
0.26034,0.875,0.76111,0.75875
0.20134,0.875,0.80956,0.76062
0.17281,0.875,0.78883,0.75687
0.01852,1.000,0.75491,0.76938
0.92165,0.688,0.80308,0.74187
0.09943,0.938,0.76550,0.76000
0.32339,0.938,0.74241,0.76625
0.12698,0.938,0.72346,0.77875
0.23316,0.938,0.77437,0.74875
0.42369,0.812,0.73935,0.77250
0.49150,0.875,0.76497,0.76562
0.12366,1.000,0.73288,0.77063
0.03098,1.000,0.74724,0.76375
0.14712,1.000,0.72803,0.76938
0.06243,1.000,0.77365,0.76125
0.14654,1.000,0.84181,0.73500
0.06370,1.000,0.71992,0.77750
0.30008,0.938,0.73475,0.76438
0.70192,0.812,0.79581,0.76375
0.38191,0.875,0.80399,0.75500
0.22722,0.938,0.84095,0.75000
0.14967,0.938,0.80530,0.75438
0.20703,0.875,0.73738,0.77563
0.09632,1.000,0.76436,0.77000
0.28027,0.875,0.74857,0.76313
0.44276,0.812,0.78292,0.75375
0.15091,0.938,0.75944,0.76062
0.47814,0.812,0.74833,0.76562
0.09096,1.000,0.73660,0.77312
0.05822,1.000,0.79116,0.75438
0.43968,0.875,0.78816,0.75187
0.14421,0.938,0.75259,0.76187
0.14001,0.938,0.74301,0.77438
0.02371,1.000,0.79764,0.74938
0.08680,1.000,0.75346,0.76687
0.19207,0.875,0.75636,0.76500
0.09067,1.000,0.74237,0.77063
0.34570,0.938,0.73102,0.76313
0.15958,0.938,0.76124,0.76250
0.48985,0.750,0.74608,0.76438
0.18788,0.938,0.72938,0.76750
0.12972,0.938,0.79248,0.76313
0.04964,1.000,0.78935,0.75938
0.25787,0.938,0.73744,0.77375
0.11812,0.938,0.77147,0.77000
0.04429,1.000,0.78026,0.76687
0.14969,1.000,0.78660,0.76687
0.06811,1.000,0.80386,0.76062
0.11091,0.938,0.79652,0.76187
0.28463,0.938,0.76985,0.77563
0.15240,0.875,0.80539,0.75625
0.22937,0.875,0.84229,0.76125
0.18901,0.938,0.78155,0.76938
0.26422,0.938,0.82987,0.75938
0.20995,0.938,0.81571,0.75313
0.19586,0.938,0.79138,0.76375
0.46934,0.875,0.75496,0.76500
0.35330,0.812,0.78627,0.76313
0.15081,0.938,0.80234,0.75438
0.14285,0.875,0.82569,0.74625
0.46737,0.812,0.78432,0.76250
0.22583,0.938,0.74021,0.76375
0.10765,0.938,0.73871,0.76938
0.23137,0.938,0.79001,0.76313
0.07576,1.000,0.79521,0.75938
0.05295,1.000,0.79429,0.74875
0.03113,1.000,0.81575,0.74687
0.05535,1.000,0.76524,0.76875
0.24717,0.938,0.79918,0.74062
0.35611,0.875,0.73992,0.76438
0.08503,1.000,0.75919,0.76562
0.53395,0.938,0.73601,0.76938
0.16768,0.938,0.74172,0.76000
0.26603,0.938,0.79873,0.75187
0.51249,0.812,0.74354,0.76375
0.20256,0.938,0.73585,0.76562
0.59691,0.750,0.71702,0.77500
0.94196,0.688,0.73401,0.77438
0.27284,0.875,0.73170,0.77000
0.31118,0.875,0.76202,0.75438
0.77447,0.812,0.75102,0.76875
0.14590,0.938,0.80854,0.75562
0.21598,0.875,0.81006,0.75000
0.29475,0.875,0.80820,0.75562
0.50944,0.875,0.81815,0.75625
0.26222,0.938,0.80414,0.75938
0.57088,0.812,0.77812,0.77000
0.27824,0.938,0.81370,0.75250
0.41384,0.875,0.81663,0.75438
0.20962,0.938,0.76547,0.76187
0.37033,0.875,0.75611,0.77375
0.19059,0.938,0.74791,0.77438
0.29817,0.875,0.77460,0.76687
0.19199,0.938,0.77384,0.76812
0.31675,0.875,0.77362,0.77063
0.65210,0.750,0.83301,0.74562
0.19838,0.938,0.75838,0.76750
0.69901,0.875,0.83242,0.74813
0.57163,0.875,0.79240,0.76187
0.32623,0.875,0.71925,0.77250
0.16519,0.875,0.76763,0.76062
0.21869,0.812,0.81254,0.74313
0.04517,1.000,0.78888,0.75875
0.62815,0.875,0.75432,0.75875
0.06994,1.000,0.78486,0.75813
0.06754,1.000,0.72947,0.77250
0.16620,0.938,0.75516,0.76625
0.10434,0.938,0.80319,0.75313
0.25887,0.938,0.75145,0.77563
0.25858,0.875,0.74816,0.76625
0.44009,0.875,0.76259,0.77312
0.29143,0.812,0.73483,0.78000
0.03204,1.000,0.78807,0.76313
0.27257,0.938,0.80896,0.75938
0.19003,0.875,0.74511,0.77250
0.22535,0.875,0.81484,0.76062
0.14022,0.938,0.78874,0.76000
0.17797,0.938,0.77000,0.76062
0.26294,0.875,0.81926,0.76062
0.03326,1.000,0.82774,0.75187
0.42524,0.875,0.77142,0.76938
0.10595,0.938,0.81527,0.76125
0.60299,0.812,0.74042,0.77438
0.19909,0.875,0.77476,0.76125
0.30203,0.812,0.78770,0.75125
0.51372,0.812,0.82959,0.75313
0.56100,0.812,0.79918,0.75187
0.06880,1.000,0.79829,0.76438
0.12665,1.000,0.78702,0.76062
0.26596,0.875,0.78783,0.75875
0.36376,0.875,0.77434,0.75562
0.05335,1.000,0.85732,0.74250
0.34139,0.875,0.78384,0.76125
0.10960,0.938,0.79033,0.75938
0.27872,0.938,0.80617,0.74750
0.10140,0.938,0.74950,0.77812
0.16092,0.938,0.79362,0.76375
0.68667,0.625,0.79728,0.75687
0.06733,1.000,0.85905,0.74438
0.27592,0.875,0.77204,0.76375
0.05479,1.000,0.76651,0.76375
0.04295,1.000,0.77128,0.76750
0.13657,0.938,0.74891,0.77125
0.60571,0.812,0.79200,0.76375
0.50452,0.938,0.83086,0.75313
0.12672,0.938,0.80089,0.76000
0.03333,1.000,0.80510,0.75938
0.34419,0.875,0.80767,0.75625
0.20008,0.875,0.81151,0.75813
