loss,acc,test_loss,test_acc
0.33339,0.875,0.77576,0.74438
0.17916,0.938,0.76570,0.75125
0.06960,1.000,0.78590,0.73938
0.30760,0.812,0.85250,0.73438
0.30468,0.938,0.82154,0.75375
0.23740,0.875,0.83017,0.75125
0.42749,0.875,0.82127,0.74813
0.08527,1.000,0.82638,0.75875
0.11379,0.938,0.82309,0.74938
0.10844,0.938,0.80664,0.75000
0.10442,1.000,0.78958,0.76562
0.36713,0.875,0.80635,0.75062
0.06248,1.000,0.82096,0.74187
0.04637,1.000,0.76731,0.76562
0.34255,0.875,0.82551,0.75313
0.37214,0.875,0.79998,0.74938
0.08383,0.938,0.82030,0.75313
0.15838,0.938,0.84077,0.75375
0.20760,0.938,0.89323,0.74438
0.04466,1.000,0.85216,0.74625
0.16572,0.875,0.80743,0.74313
0.41632,0.875,0.80160,0.75875
0.05730,1.000,0.79388,0.75562
0.44910,0.812,0.78394,0.75500
0.31997,0.875,0.78087,0.75625
0.37472,0.875,0.84475,0.74500
0.08720,0.938,0.80081,0.75562
0.20141,0.938,0.82540,0.75687
0.16856,0.938,0.81699,0.75000
0.71817,0.750,0.78734,0.75000
0.12037,0.938,0.77727,0.76187
0.07208,1.000,0.76632,0.76438
0.47682,0.812,0.79427,0.75687
0.05634,1.000,0.77739,0.75813
0.23593,0.938,0.81819,0.75938
0.03833,1.000,0.83565,0.75875
0.22550,0.938,0.80375,0.74938
0.14526,0.938,0.85173,0.75750
0.30207,0.875,0.82503,0.76438
0.43471,0.875,0.83789,0.75187
0.26170,0.875,0.85512,0.75625
0.53655,0.750,0.81697,0.76313
0.40709,0.875,0.79397,0.76125
0.05238,1.000,0.83489,0.75625
0.27891,0.875,0.81519,0.76000
0.37597,0.875,0.78653,0.76250
0.61545,0.812,0.81890,0.76438
1.28393,0.875,0.77530,0.75875
0.26156,0.938,0.83387,0.74875
0.51767,0.812,0.82326,0.76062
0.16772,0.938,0.83956,0.74000
0.07938,1.000,0.83554,0.74813
0.22733,0.812,0.83153,0.75187
0.42757,0.750,0.78283,0.75938
0.15897,0.875,0.80944,0.76438
0.22316,0.875,0.83187,0.74438
0.19343,0.938,0.84356,0.73875
0.05464,1.000,0.78440,0.76500
0.10303,1.000,0.81631,0.76125
0.13073,0.938,0.81558,0.75375
0.13608,0.938,0.81973,0.75000
0.62682,0.812,0.82690,0.74750
0.08831,1.000,0.79390,0.75500
0.31061,0.875,0.81132,0.76250
0.28384,0.812,0.78451,0.75687
0.58423,0.875,0.83915,0.75938
0.11464,0.938,0.79103,0.75500
0.04230,1.000,0.80806,0.74250
0.28850,0.938,0.79448,0.75500
0.05364,1.000,0.80970,0.75250
0.31545,0.875,0.83379,0.76125
0.26134,0.812,0.78912,0.76125
0.06513,1.000,0.85509,0.75500
