loss,acc,test_loss,test_acc
0.12978,1.000,0.73882,0.76750
0.11550,1.000,0.73025,0.75938
0.32709,0.812,0.69637,0.77812
0.61756,0.750,0.69622,0.78438
0.06490,0.938,0.69653,0.78500
0.11607,1.000,0.68140,0.78812
0.03840,1.000,0.67286,0.79125
0.17194,0.938,0.75328,0.77750
0.10426,0.938,0.68673,0.79312
0.28984,0.938,0.71198,0.78187
0.47524,0.875,0.70602,0.78812
0.12583,0.938,0.71755,0.77125
0.25060,0.875,0.72458,0.77500
0.22874,0.875,0.76310,0.76313
0.15209,0.938,0.73458,0.77687
0.11087,1.000,0.71813,0.78438
0.03361,1.000,0.73794,0.77750
0.22434,0.938,0.73831,0.78750
0.14922,0.938,0.71226,0.77250
0.33758,0.875,0.70782,0.78187
0.21532,0.938,0.69893,0.78063
0.86802,0.750,0.71706,0.77063
0.06609,1.000,0.70239,0.76812
0.03896,1.000,0.70438,0.78375
0.30463,0.938,0.70226,0.78125
0.18569,1.000,0.70854,0.78187
0.09215,1.000,0.67447,0.78312
0.21704,0.938,0.67739,0.77438
0.06230,1.000,0.68114,0.78438
0.19647,0.938,0.67986,0.79312
0.08412,1.000,0.72370,0.77687
0.59258,0.875,0.68108,0.78812
0.44418,0.875,0.70619,0.78250
0.03541,1.000,0.71595,0.76938
0.15952,0.938,0.66105,0.78500
0.34095,0.875,0.68549,0.77625
0.14364,0.938,0.69347,0.78312
0.30109,0.875,0.68473,0.78438
0.41461,0.938,0.70580,0.77250
0.88449,0.750,0.69151,0.78063
0.30597,0.938,0.68176,0.78125
0.12377,0.938,0.67248,0.77938
